Domain,DomainDefinition,Indicator,IndicatorDefinition,MeasureID,Measure,MeasureDefinition,DataSource,PeriodEndDate,Type,CategoryName,CategoryOption,Value,Unit,RSE,LowerCI,UpperCI,ComparisonCategoryName,ComparisonCategoryOption,Notes
Personal wellbeing,,Personal wellbeing,"Personal wellbeing is a measure of an individual’s
satisfaction with their standard of living, health,
what they are achieving in life, relationships, safety,
community-connectedness, and future security.
This indicator will measure the overall wellbeing of
people in the ACT using the Personal Wellbeing
Index",84,Personal Wellbeing Index,"This measure provides an overall indication of the satisfaction of Canberrans with their standard of living, health, what they are achieving in life, relationships, safety, community-connectedness, and future security.","Living Well in the ACT Region survey, University of Canberra (2020) - www.canberra.edu.au/research/institutes/health-research-institute/files/files-living-well-in-the-act/Living-well-in-the-ACT-region_Part-1_Indicators_7Dec2020.pdf",12/31/2019 12:00:00 AM,ACT,Age - broad groups,65+,46.368904,Proportion (%),,2.7744663,2.7859893,,,
Personal wellbeing,,Personal wellbeing,"Personal wellbeing is a measure of an individual’s
satisfaction with their standard of living, health,
what they are achieving in life, relationships, safety,
community-connectedness, and future security.
This indicator will measure the overall wellbeing of
people in the ACT using the Personal Wellbeing
Index",84,Personal Wellbeing Index,"This measure provides an overall indication of the satisfaction of Canberrans with their standard of living, health, what they are achieving in life, relationships, safety, community-connectedness, and future security.","Living Well in the ACT Region survey, University of Canberra (2020) - www.canberra.edu.au/research/institutes/health-research-institute/files/files-living-well-in-the-act/Living-well-in-the-ACT-region_Part-1_Indicators_7Dec2020.pdf",05/31/2020 12:00:00 AM,ACT,CALD 1,Born overseas - non-English speaking country,32.762386,Proportion (%),,7.2184315,7.8291893,,,
Personal wellbeing,,Personal wellbeing,"Personal wellbeing is a measure of an individual’s
satisfaction with their standard of living, health,
what they are achieving in life, relationships, safety,
community-connectedness, and future security.
This indicator will measure the overall wellbeing of
people in the ACT using the Personal Wellbeing
Index",84,Personal Wellbeing Index,"This measure provides an overall indication of the satisfaction of Canberrans with their standard of living, health, what they are achieving in life, relationships, safety, community-connectedness, and future security.","Living Well in the ACT Region survey, University of Canberra (2020) - www.canberra.edu.au/research/institutes/health-research-institute/files/files-living-well-in-the-act/Living-well-in-the-ACT-region_Part-1_Indicators_7Dec2020.pdf",05/31/2020 12:00:00 AM,ACT,Age - detailed groups,75+,54.018105,Proportion (%),,7.5007596,7.5839734,,,
Personal wellbeing,,Personal wellbeing,"Personal wellbeing is a measure of an individual’s
satisfaction with their standard of living, health,
what they are achieving in life, relationships, safety,
community-connectedness, and future security.
This indicator will measure the overall wellbeing of
people in the ACT using the Personal Wellbeing
Index",84,Personal Wellbeing Index,"This measure provides an overall indication of the satisfaction of Canberrans with their standard of living, health, what they are achieving in life, relationships, safety, community-connectedness, and future security.","Living Well in the ACT Region survey, University of Canberra (2020) - www.canberra.edu.au/research/institutes/health-research-institute/files/files-living-well-in-the-act/Living-well-in-the-ACT-region_Part-1_Indicators_7Dec2020.pdf",05/31/2020 12:00:00 AM,ACT,Disability,"Person with disability, has moderate or high difficulty with daily functions",18.40473,Proportion (%),,3.5703382,3.8928163,,,
Personal wellbeing,,Personal wellbeing,"Personal wellbeing is a measure of an individual’s
satisfaction with their standard of living, health,
what they are achieving in life, relationships, safety,
community-connectedness, and future security.
This indicator will measure the overall wellbeing of
people in the ACT using the Personal Wellbeing
Index",84,Personal Wellbeing Index,"This measure provides an overall indication of the satisfaction of Canberrans with their standard of living, health, what they are achieving in life, relationships, safety, community-connectedness, and future security.","Living Well in the ACT Region survey, University of Canberra (2020) - www.canberra.edu.au/research/institutes/health-research-institute/files/files-living-well-in-the-act/Living-well-in-the-ACT-region_Part-1_Indicators_7Dec2020.pdf",12/31/2019 12:00:00 AM,ACT,Age - detailed groups,64-75,46.211464,Proportion (%),,3.4443681,3.4642265,,,
Personal wellbeing,,Personal wellbeing,"Personal wellbeing is a measure of an individual’s
satisfaction with their standard of living, health,
what they are achieving in life, relationships, safety,
community-connectedness, and future security.
This indicator will measure the overall wellbeing of
people in the ACT using the Personal Wellbeing
Index",84,Personal Wellbeing Index,"This measure provides an overall indication of the satisfaction of Canberrans with their standard of living, health, what they are achieving in life, relationships, safety, community-connectedness, and future security.","Living Well in the ACT Region survey, University of Canberra (2020) - www.canberra.edu.au/research/institutes/health-research-institute/files/files-living-well-in-the-act/Living-well-in-the-ACT-region_Part-1_Indicators_7Dec2020.pdf",12/31/2019 12:00:00 AM,ACT,Gender,Male,32.348164,Proportion (%),,2.5587606,2.604439,,,
Personal wellbeing,,Personal wellbeing,"Personal wellbeing is a measure of an individual’s
satisfaction with their standard of living, health,
what they are achieving in life, relationships, safety,
community-connectedness, and future security.
This indicator will measure the overall wellbeing of
people in the ACT using the Personal Wellbeing
Index",84,Personal Wellbeing Index,"This measure provides an overall indication of the satisfaction of Canberrans with their standard of living, health, what they are achieving in life, relationships, safety, community-connectedness, and future security.","Living Well in the ACT Region survey, University of Canberra (2020) - www.canberra.edu.au/research/institutes/health-research-institute/files/files-living-well-in-the-act/Living-well-in-the-ACT-region_Part-1_Indicators_7Dec2020.pdf",05/31/2020 12:00:00 AM,ACT,LGBTIQ+,Not LGBTIQ+,27.828997,Proportion (%),,2.3327842,2.412919,,,
Personal wellbeing,,Personal wellbeing,"Personal wellbeing is a measure of an individual’s
satisfaction with their standard of living, health,
what they are achieving in life, relationships, safety,
community-connectedness, and future security.
This indicator will measure the overall wellbeing of
people in the ACT using the Personal Wellbeing
Index",84,Personal Wellbeing Index,"This measure provides an overall indication of the satisfaction of Canberrans with their standard of living, health, what they are achieving in life, relationships, safety, community-connectedness, and future security.","Living Well in the ACT Region survey, University of Canberra (2020) - www.canberra.edu.au/research/institutes/health-research-institute/files/files-living-well-in-the-act/Living-well-in-the-ACT-region_Part-1_Indicators_7Dec2020.pdf",05/31/2020 12:00:00 AM,ACT,UC Survey Option,Typical,44.760357,Proportion (%),,2.4548326,2.4693408,,,
Personal wellbeing,,Personal wellbeing,"Personal wellbeing is a measure of an individual’s
satisfaction with their standard of living, health,
what they are achieving in life, relationships, safety,
community-connectedness, and future security.
This indicator will measure the overall wellbeing of
people in the ACT using the Personal Wellbeing
Index",84,Personal Wellbeing Index,"This measure provides an overall indication of the satisfaction of Canberrans with their standard of living, health, what they are achieving in life, relationships, safety, community-connectedness, and future security.","Living Well in the ACT Region survey, University of Canberra (2020) - www.canberra.edu.au/research/institutes/health-research-institute/files/files-living-well-in-the-act/Living-well-in-the-ACT-region_Part-1_Indicators_7Dec2020.pdf",12/31/2019 12:00:00 AM,ACT,CALD 1,Born in Australia,31.210443,Proportion (%),,2.0018132,2.0334423,,,
Personal wellbeing,,Personal wellbeing,"Personal wellbeing is a measure of an individual’s
satisfaction with their standard of living, health,
what they are achieving in life, relationships, safety,
community-connectedness, and future security.
This indicator will measure the overall wellbeing of
people in the ACT using the Personal Wellbeing
Index",84,Personal Wellbeing Index,"This measure provides an overall indication of the satisfaction of Canberrans with their standard of living, health, what they are achieving in life, relationships, safety, community-connectedness, and future security.","Living Well in the ACT Region survey, University of Canberra (2020) - www.canberra.edu.au/research/institutes/health-research-institute/files/files-living-well-in-the-act/Living-well-in-the-ACT-region_Part-1_Indicators_7Dec2020.pdf",05/31/2020 12:00:00 AM,ACT,Age - detailed groups,18-24,23.012732,Proportion (%),,7.0753326,8.870553,,,
Personal wellbeing,,Personal wellbeing,"Personal wellbeing is a measure of an individual’s
satisfaction with their standard of living, health,
what they are achieving in life, relationships, safety,
community-connectedness, and future security.
This indicator will measure the overall wellbeing of
people in the ACT using the Personal Wellbeing
Index",84,Personal Wellbeing Index,"This measure provides an overall indication of the satisfaction of Canberrans with their standard of living, health, what they are achieving in life, relationships, safety, community-connectedness, and future security.","Living Well in the ACT Region survey, University of Canberra (2020) - www.canberra.edu.au/research/institutes/health-research-institute/files/files-living-well-in-the-act/Living-well-in-the-ACT-region_Part-1_Indicators_7Dec2020.pdf",05/31/2020 12:00:00 AM,ACT,Carers,Carer,20.706173,Proportion (%),,4.600534,5.1910133,,,
Personal wellbeing,,Personal wellbeing,"Personal wellbeing is a measure of an individual’s
satisfaction with their standard of living, health,
what they are achieving in life, relationships, safety,
community-connectedness, and future security.
This indicator will measure the overall wellbeing of
people in the ACT using the Personal Wellbeing
Index",84,Personal Wellbeing Index,"This measure provides an overall indication of the satisfaction of Canberrans with their standard of living, health, what they are achieving in life, relationships, safety, community-connectedness, and future security.","Living Well in the ACT Region survey, University of Canberra (2020) - www.canberra.edu.au/research/institutes/health-research-institute/files/files-living-well-in-the-act/Living-well-in-the-ACT-region_Part-1_Indicators_7Dec2020.pdf",05/31/2020 12:00:00 AM,ACT,Children in household,Children aged 0-4 in household,17.246784,Proportion (%),,5.6035185,7.045888,,,
Personal wellbeing,,Personal wellbeing,"Personal wellbeing is a measure of an individual’s
satisfaction with their standard of living, health,
what they are achieving in life, relationships, safety,
community-connectedness, and future security.
This indicator will measure the overall wellbeing of
people in the ACT using the Personal Wellbeing
Index",84,Personal Wellbeing Index,"This measure provides an overall indication of the satisfaction of Canberrans with their standard of living, health, what they are achieving in life, relationships, safety, community-connectedness, and future security.","Living Well in the ACT Region survey, University of Canberra (2020) - www.canberra.edu.au/research/institutes/health-research-institute/files/files-living-well-in-the-act/Living-well-in-the-ACT-region_Part-1_Indicators_7Dec2020.pdf",12/31/2019 12:00:00 AM,ACT,Children in household,Children aged 5-17 in household,23.949389,Proportion (%),,4.1833377,4.485857,,,
Personal wellbeing,,Personal wellbeing,"Personal wellbeing is a measure of an individual’s
satisfaction with their standard of living, health,
what they are achieving in life, relationships, safety,
community-connectedness, and future security.
This indicator will measure the overall wellbeing of
people in the ACT using the Personal Wellbeing
Index",84,Personal Wellbeing Index,"This measure provides an overall indication of the satisfaction of Canberrans with their standard of living, health, what they are achieving in life, relationships, safety, community-connectedness, and future security.","Living Well in the ACT Region survey, University of Canberra (2020) - www.canberra.edu.au/research/institutes/health-research-institute/files/files-living-well-in-the-act/Living-well-in-the-ACT-region_Part-1_Indicators_7Dec2020.pdf",05/31/2020 12:00:00 AM,ACT,Children in household,No children in household,33.810177,Proportion (%),,3.2284715,3.3465128,,,
Personal wellbeing,,Personal wellbeing,"Personal wellbeing is a measure of an individual’s
satisfaction with their standard of living, health,
what they are achieving in life, relationships, safety,
community-connectedness, and future security.
This indicator will measure the overall wellbeing of
people in the ACT using the Personal Wellbeing
Index",84,Personal Wellbeing Index,"This measure provides an overall indication of the satisfaction of Canberrans with their standard of living, health, what they are achieving in life, relationships, safety, community-connectedness, and future security.","Living Well in the ACT Region survey, University of Canberra (2020) - www.canberra.edu.au/research/institutes/health-research-institute/files/files-living-well-in-the-act/Living-well-in-the-ACT-region_Part-1_Indicators_7Dec2020.pdf",05/31/2020 12:00:00 AM,ACT,Age - broad groups,65+,42.100353,Proportion (%),,4.1810045,4.2713566,,,
Personal wellbeing,,Personal wellbeing,"Personal wellbeing is a measure of an individual’s
satisfaction with their standard of living, health,
what they are achieving in life, relationships, safety,
community-connectedness, and future security.
This indicator will measure the overall wellbeing of
people in the ACT using the Personal Wellbeing
Index",84,Personal Wellbeing Index,"This measure provides an overall indication of the satisfaction of Canberrans with their standard of living, health, what they are achieving in life, relationships, safety, community-connectedness, and future security.","Living Well in the ACT Region survey, University of Canberra (2020) - www.canberra.edu.au/research/institutes/health-research-institute/files/files-living-well-in-the-act/Living-well-in-the-ACT-region_Part-1_Indicators_7Dec2020.pdf",12/31/2019 12:00:00 AM,ACT,Age - detailed groups,35-44,24.958473,Proportion (%),,4.6893,5.045571,,,
Personal wellbeing,,Personal wellbeing,"Personal wellbeing is a measure of an individual’s
satisfaction with their standard of living, health,
what they are achieving in life, relationships, safety,
community-connectedness, and future security.
This indicator will measure the overall wellbeing of
people in the ACT using the Personal Wellbeing
Index",84,Personal Wellbeing Index,"This measure provides an overall indication of the satisfaction of Canberrans with their standard of living, health, what they are achieving in life, relationships, safety, community-connectedness, and future security.","Living Well in the ACT Region survey, University of Canberra (2020) - www.canberra.edu.au/research/institutes/health-research-institute/files/files-living-well-in-the-act/Living-well-in-the-ACT-region_Part-1_Indicators_7Dec2020.pdf",05/31/2020 12:00:00 AM,ACT,Age - detailed groups,45-54,21.626734,Proportion (%),,5.1214714,5.807648,,,
Personal wellbeing,,Personal wellbeing,"Personal wellbeing is a measure of an individual’s
satisfaction with their standard of living, health,
what they are achieving in life, relationships, safety,
community-connectedness, and future security.
This indicator will measure the overall wellbeing of
people in the ACT using the Personal Wellbeing
Index",84,Personal Wellbeing Index,"This measure provides an overall indication of the satisfaction of Canberrans with their standard of living, health, what they are achieving in life, relationships, safety, community-connectedness, and future security.","Living Well in the ACT Region survey, University of Canberra (2020) - www.canberra.edu.au/research/institutes/health-research-institute/files/files-living-well-in-the-act/Living-well-in-the-ACT-region_Part-1_Indicators_7Dec2020.pdf",05/31/2020 12:00:00 AM,ACT,Disability,"Person with disability/long-term health condition, little/no difficulty with daily functions",24.321198,Proportion (%),,4.8753343,5.3399677,,,
Personal wellbeing,,Personal wellbeing,"Personal wellbeing is a measure of an individual’s
satisfaction with their standard of living, health,
what they are achieving in life, relationships, safety,
community-connectedness, and future security.
This indicator will measure the overall wellbeing of
people in the ACT using the Personal Wellbeing
Index",84,Personal Wellbeing Index,"This measure provides an overall indication of the satisfaction of Canberrans with their standard of living, health, what they are achieving in life, relationships, safety, community-connectedness, and future security.","Living Well in the ACT Region survey, University of Canberra (2020) - www.canberra.edu.au/research/institutes/health-research-institute/files/files-living-well-in-the-act/Living-well-in-the-ACT-region_Part-1_Indicators_7Dec2020.pdf",05/31/2020 12:00:00 AM,ACT,Children in household,Children aged 5-17 in household,18.560917,Proportion (%),,4.40576,5.0243096,,,
Personal wellbeing,,Personal wellbeing,"Personal wellbeing is a measure of an individual’s
satisfaction with their standard of living, health,
what they are achieving in life, relationships, safety,
community-connectedness, and future security.
This indicator will measure the overall wellbeing of
people in the ACT using the Personal Wellbeing
Index",84,Personal Wellbeing Index,"This measure provides an overall indication of the satisfaction of Canberrans with their standard of living, health, what they are achieving in life, relationships, safety, community-connectedness, and future security.","Living Well in the ACT Region survey, University of Canberra (2020) - www.canberra.edu.au/research/institutes/health-research-institute/files/files-living-well-in-the-act/Living-well-in-the-ACT-region_Part-1_Indicators_7Dec2020.pdf",12/31/2019 12:00:00 AM,ACT,Carers,Carer,26.64848,Proportion (%),,4.359953,4.58502,,,
Personal wellbeing,,Personal wellbeing,"Personal wellbeing is a measure of an individual’s
satisfaction with their standard of living, health,
what they are achieving in life, relationships, safety,
community-connectedness, and future security.
This indicator will measure the overall wellbeing of
people in the ACT using the Personal Wellbeing
Index",84,Personal Wellbeing Index,"This measure provides an overall indication of the satisfaction of Canberrans with their standard of living, health, what they are achieving in life, relationships, safety, community-connectedness, and future security.","Living Well in the ACT Region survey, University of Canberra (2020) - www.canberra.edu.au/research/institutes/health-research-institute/files/files-living-well-in-the-act/Living-well-in-the-ACT-region_Part-1_Indicators_7Dec2020.pdf",05/31/2020 12:00:00 AM,ACT,UC Survey Option,Low,28.378305,Proportion (%),,2.0775702,2.1714017,,,
Personal wellbeing,,Personal wellbeing,"Personal wellbeing is a measure of an individual’s
satisfaction with their standard of living, health,
what they are achieving in life, relationships, safety,
community-connectedness, and future security.
This indicator will measure the overall wellbeing of
people in the ACT using the Personal Wellbeing
Index",84,Personal Wellbeing Index,"This measure provides an overall indication of the satisfaction of Canberrans with their standard of living, health, what they are achieving in life, relationships, safety, community-connectedness, and future security.","Living Well in the ACT Region survey, University of Canberra (2020) - www.canberra.edu.au/research/institutes/health-research-institute/files/files-living-well-in-the-act/Living-well-in-the-ACT-region_Part-1_Indicators_7Dec2020.pdf",12/31/2019 12:00:00 AM,ACT,Carers,Carer with < 15 hours per week caring obligations,38.39591,Proportion (%),,6.9207377,7.027509,,,
Personal wellbeing,,Personal wellbeing,"Personal wellbeing is a measure of an individual’s
satisfaction with their standard of living, health,
what they are achieving in life, relationships, safety,
community-connectedness, and future security.
This indicator will measure the overall wellbeing of
people in the ACT using the Personal Wellbeing
Index",84,Personal Wellbeing Index,"This measure provides an overall indication of the satisfaction of Canberrans with their standard of living, health, what they are achieving in life, relationships, safety, community-connectedness, and future security.","Living Well in the ACT Region survey, University of Canberra (2020) - www.canberra.edu.au/research/institutes/health-research-institute/files/files-living-well-in-the-act/Living-well-in-the-ACT-region_Part-1_Indicators_7Dec2020.pdf",05/31/2020 12:00:00 AM,ACT,Disability,Person with no disability,33.114197,Proportion (%),,3.2201507,3.335686,,,
Personal wellbeing,,Personal wellbeing,"Personal wellbeing is a measure of an individual’s
satisfaction with their standard of living, health,
what they are achieving in life, relationships, safety,
community-connectedness, and future security.
This indicator will measure the overall wellbeing of
people in the ACT using the Personal Wellbeing
Index",84,Personal Wellbeing Index,"This measure provides an overall indication of the satisfaction of Canberrans with their standard of living, health, what they are achieving in life, relationships, safety, community-connectedness, and future security.","Living Well in the ACT Region survey, University of Canberra (2020) - www.canberra.edu.au/research/institutes/health-research-institute/files/files-living-well-in-the-act/Living-well-in-the-ACT-region_Part-1_Indicators_7Dec2020.pdf",05/31/2020 12:00:00 AM,ACT,CALD 1,Born in Australia,24.654873,Proportion (%),,2.4925125,2.5885935,,,
Personal wellbeing,,Personal wellbeing,"Personal wellbeing is a measure of an individual’s
satisfaction with their standard of living, health,
what they are achieving in life, relationships, safety,
community-connectedness, and future security.
This indicator will measure the overall wellbeing of
people in the ACT using the Personal Wellbeing
Index",84,Personal Wellbeing Index,"This measure provides an overall indication of the satisfaction of Canberrans with their standard of living, health, what they are achieving in life, relationships, safety, community-connectedness, and future security.","Living Well in the ACT Region survey, University of Canberra (2020) - www.canberra.edu.au/research/institutes/health-research-institute/files/files-living-well-in-the-act/Living-well-in-the-ACT-region_Part-1_Indicators_7Dec2020.pdf",12/31/2019 12:00:00 AM,ACT,Age - broad groups,50-64,28.605381,Proportion (%),,3.1303222,3.231876,,,
Personal wellbeing,,Personal wellbeing,"Personal wellbeing is a measure of an individual’s
satisfaction with their standard of living, health,
what they are achieving in life, relationships, safety,
community-connectedness, and future security.
This indicator will measure the overall wellbeing of
people in the ACT using the Personal Wellbeing
Index",84,Personal Wellbeing Index,"This measure provides an overall indication of the satisfaction of Canberrans with their standard of living, health, what they are achieving in life, relationships, safety, community-connectedness, and future security.","Living Well in the ACT Region survey, University of Canberra (2020) - www.canberra.edu.au/research/institutes/health-research-institute/files/files-living-well-in-the-act/Living-well-in-the-ACT-region_Part-1_Indicators_7Dec2020.pdf",12/31/2019 12:00:00 AM,ACT,Age - detailed groups,25-34,38.58333,Proportion (%),,6.0308228,6.514618,,,
Personal wellbeing,,Personal wellbeing,"Personal wellbeing is a measure of an individual’s
satisfaction with their standard of living, health,
what they are achieving in life, relationships, safety,
community-connectedness, and future security.
This indicator will measure the overall wellbeing of
people in the ACT using the Personal Wellbeing
Index",84,Personal Wellbeing Index,"This measure provides an overall indication of the satisfaction of Canberrans with their standard of living, health, what they are achieving in life, relationships, safety, community-connectedness, and future security.","Living Well in the ACT Region survey, University of Canberra (2020) - www.canberra.edu.au/research/institutes/health-research-institute/files/files-living-well-in-the-act/Living-well-in-the-ACT-region_Part-1_Indicators_7Dec2020.pdf",12/31/2019 12:00:00 AM,ACT,CALD 1,Born overseas - non-English speaking country,39.337048,Proportion (%),,5.3704596,5.6038446,,,
Personal wellbeing,,Personal wellbeing,"Personal wellbeing is a measure of an individual’s
satisfaction with their standard of living, health,
what they are achieving in life, relationships, safety,
community-connectedness, and future security.
This indicator will measure the overall wellbeing of
people in the ACT using the Personal Wellbeing
Index",84,Personal Wellbeing Index,"This measure provides an overall indication of the satisfaction of Canberrans with their standard of living, health, what they are achieving in life, relationships, safety, community-connectedness, and future security.","Living Well in the ACT Region survey, University of Canberra (2020) - www.canberra.edu.au/research/institutes/health-research-institute/files/files-living-well-in-the-act/Living-well-in-the-ACT-region_Part-1_Indicators_7Dec2020.pdf",12/31/2019 12:00:00 AM,ACT,UC Survey Option,High,33.663445,Proportion (%),,1.7309234,1.7519222,,,
Personal wellbeing,,Personal wellbeing,"Personal wellbeing is a measure of an individual’s
satisfaction with their standard of living, health,
what they are achieving in life, relationships, safety,
community-connectedness, and future security.
This indicator will measure the overall wellbeing of
people in the ACT using the Personal Wellbeing
Index",84,Personal Wellbeing Index,"This measure provides an overall indication of the satisfaction of Canberrans with their standard of living, health, what they are achieving in life, relationships, safety, community-connectedness, and future security.","Living Well in the ACT Region survey, University of Canberra (2020) - www.canberra.edu.au/research/institutes/health-research-institute/files/files-living-well-in-the-act/Living-well-in-the-ACT-region_Part-1_Indicators_7Dec2020.pdf",12/31/2019 12:00:00 AM,ACT,Gender,Female,34.92944,Proportion (%),,2.3988152,2.440373,,,
Personal wellbeing,,Personal wellbeing,"Personal wellbeing is a measure of an individual’s
satisfaction with their standard of living, health,
what they are achieving in life, relationships, safety,
community-connectedness, and future security.
This indicator will measure the overall wellbeing of
people in the ACT using the Personal Wellbeing
Index",84,Personal Wellbeing Index,"This measure provides an overall indication of the satisfaction of Canberrans with their standard of living, health, what they are achieving in life, relationships, safety, community-connectedness, and future security.","Living Well in the ACT Region survey, University of Canberra (2020) - www.canberra.edu.au/research/institutes/health-research-institute/files/files-living-well-in-the-act/Living-well-in-the-ACT-region_Part-1_Indicators_7Dec2020.pdf",05/31/2020 12:00:00 AM,ACT,Carers,Not a carer,27.980396,Proportion (%),,2.4343302,2.5183275,,,
Personal wellbeing,,Personal wellbeing,"Personal wellbeing is a measure of an individual’s
satisfaction with their standard of living, health,
what they are achieving in life, relationships, safety,
community-connectedness, and future security.
This indicator will measure the overall wellbeing of
people in the ACT using the Personal Wellbeing
Index",84,Personal Wellbeing Index,"This measure provides an overall indication of the satisfaction of Canberrans with their standard of living, health, what they are achieving in life, relationships, safety, community-connectedness, and future security.","Living Well in the ACT Region survey, University of Canberra (2020) - www.canberra.edu.au/research/institutes/health-research-institute/files/files-living-well-in-the-act/Living-well-in-the-ACT-region_Part-1_Indicators_7Dec2020.pdf",05/31/2020 12:00:00 AM,ACT,Carers,"Carer with 15 or more hours per week caring obligations, or varied/hard to say hours",24.505001,Proportion (%),,5.570895,6.763011,,,
Personal wellbeing,,Personal wellbeing,"Personal wellbeing is a measure of an individual’s
satisfaction with their standard of living, health,
what they are achieving in life, relationships, safety,
community-connectedness, and future security.
This indicator will measure the overall wellbeing of
people in the ACT using the Personal Wellbeing
Index",84,Personal Wellbeing Index,"This measure provides an overall indication of the satisfaction of Canberrans with their standard of living, health, what they are achieving in life, relationships, safety, community-connectedness, and future security.","Living Well in the ACT Region survey, University of Canberra (2020) - www.canberra.edu.au/research/institutes/health-research-institute/files/files-living-well-in-the-act/Living-well-in-the-ACT-region_Part-1_Indicators_7Dec2020.pdf",05/31/2020 12:00:00 AM,ACT,Carers,Carer with < 15 hours per week caring obligations,15.752109,Proportion (%),,7.289894,8.399942,,,
